Color:,Style:,Pattern Type:,Type:,Fabric:,Material:,Composition:,Care Instructions:,rating,price,category
Multicolor ,Casual ,"Cartoon, All Over Print ",Tapered/Carrot ,Slight Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,5.0,129.0,pants
Black and White ,Casual ,Patchwork ,Flare Leg ,Non-Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,pants
Black ,Casual ,Plain ,Flare Leg ,Slight Stretch ,Rib knit ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.0,29.0,pants
Black ,Casual ,Letter ,Straight Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,39.0,pants
Light Grey ,Casual ,Plain ,Flare Leg ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.86,29.0,pants
Black ,Casual ,Plain ,Straight Leg ,Slight Stretch ,PU Leather ,100% Polyester ,Hand wash or professional dry clean ,4.84,79.0,pants
Black ,Casual ,Letter ,Straight Leg ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants
Black ,Casual ,Plain ,Flare Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.82,39.0,pants
Black ,Casual ,Crocodile Print ,Skinny ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.95,39.0,pants
Mocha Brown ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,79.0,pants
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.82,59.0,pants
Brown ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.69,39.0,pants
Coral Pink ,Elegant ,Plain ,Tapered/Carrot ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.84,49.0,pants
Black ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,29.5,pants
Purple ,Party ,Plain ,Straight Leg ,Slight Stretch ,Metallic ,"90% Polyester, 10% Elastane ","Hand wash,do not dry clean ",0.0,29.0,pants
Brown ,Party ,Plain ,Flare Leg ,Slight Stretch ,Knitted Fabric ,"75% Polyester, 20% Metallized Fibres, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,pants
Black ,Elegant ,Plain ,Tapered/Carrot ,Slight Stretch ,Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,4.84,39.0,pants
Purple ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,49.0,pants
Black ,Elegant ,Plain ,Skinny ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,pants
Black and White ,Casual ,Plaid ,Wide Leg ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.76,59.0,pants
Yellow ,Boho ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,100% Cotton ,"Machine wash, do not dry clean ",4.82,69.0,pants
Apricot ,Elegant ,Plain ,Flare Leg ,Non-Stretch ,Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,0.0,79.0,pants
Dark Grey ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Woven Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.86,89.0,pants
Blue ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,59.0,pants
Chocolate Brown ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.9,49.0,pants
Black and White ,Boho ,Geometric ,Jogger ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,39.0,pants
Khaki ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants
White ,Casual ,Plain ,Flare Leg ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,49.0,pants
Black ,Boho ,Ditsy Floral ,Wide Leg ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.86,49.0,pants
White ,Casual ,Plain ,Flare Leg ,High Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ","Machine wash, do not dry clean ",0.0,49.0,pants
Multicolor ,Boho ,All Over Print ,Wide Leg ,Non-Stretch ,Fabric ,"92% Polyester, 8% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants
Khaki ,Casual ,Plain ,Jogger ,Non-Stretch ,Fabric ,"79% Polyester, 18% Viscose, 3% Elastane ","Machine wash, do not dry clean ",5.0,59.0,pants
Black ,Casual ,Plain ,Flare Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,0.0,89.0,pants
Dark Green ,Casual ,Colorblock ,Straight Leg ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,79.0,pants
Black ,Sexy ,Plain ,Flare Leg ,Medium Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Hand wash or professional dry clean ,0.0,39.0,pants
Dusty Blue ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Rib knit ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,59.0,pants
Black ,Casual ,Striped ,Flare Leg ,Medium Stretch ,Knitted Fabric ,"90% Polyamide, 10% Elastane ","Machine wash, do not dry clean ",5.0,39.0,pants
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Hand wash or professional dry clean ,4.86,49.0,pants
Black ,Sexy ,Colorblock ,Flare Leg ,High Stretch ,Rib knit ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,pants
Dark Grey ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants
White ,Casual ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,69.0,pants
Black ,Boho ,Ditsy Floral ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,59.0,pants
Black ,Party ,Plain ,Skinny ,Slight Stretch ,PU Leather ,"94% Polyester, 6% Elastane ",Hand wash or professional dry clean ,0.0,49.0,pants
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,89.0,pants
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"73% Polyester, 21% Rayon, 6% Elastane ",Machine wash or professional dry clean ,4.82,59.0,pants
Grey ,Casual ,Camo ,Cargo Pants ,Non-Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,0.0,69.0,pants
Apricot ,Casual ,Letter ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.85,69.0,pants
Brown ,Casual ,Plain ,Jogger ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,59.0,pants
Burnt Orange ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,pants
Multicolor ,Casual ,"Plaid, Heart ",Flare Leg ,Slight Stretch ,Knitted Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,0.0,89.0,pants
Multicolor ,Casual ,"Letter, Heart ",Jogger ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants
Multicolor ,Casual ,"Floral, Zebra Stripe ",Flare Leg ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,pants
Brown ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Corduroy ,"93% Polyester, 7% Elastane ",Hand wash or professional dry clean ,4.79,69.0,pants
Multicolor ,Boho ,"Striped, Plants ",Wide Leg ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.82,59.0,pants
Multicolor ,Boho ,"Paisley, Plants ",Wide Leg ,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,0.0,79.0,pants
Multicolor ,Casual ,Plaid ,Straight Leg ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.84,59.0,pants
Multicolor ,Boho ,Paisley ,Wide Leg ,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,0.0,79.0,pants
Black ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.84,49.0,pants
Lime Green ,Casual ,Gingham ,Tapered/Carrot ,Slight Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,0.0,39.0,pants
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Viscose ,Hand wash or professional dry clean ,4.95,89.0,pants
Coffee Brown ,Casual ,Plain ,Flare Leg ,Non-Stretch ,PU Leather ,100% Polyurethane ,Hand wash or professional dry clean ,0.0,69.0,pants
Apricot ,Sexy ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.8,59.0,pants
Apricot ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Hand wash or professional dry clean ,0.0,59.0,pants
Green ,Elegant ,Plain ,Straight Leg ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.91,59.0,pants
Khaki ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,pants
Multicolor ,Casual ,"Colorblock, Tartan ",Tapered/Carrot ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.77,59.0,pants
Black ,Boho ,"Floral, All Over Print ",Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,49.0,pants
Apricot ,Casual ,Plain ,Straight Leg ,Medium Stretch ,Fabric ,100% Cotton ,"Hand wash,do not dry clean ",0.0,79.0,pants
Burnt Orange ,Casual ,Plain ,Jogger ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants
Black ,Casual ,Plain ,Tapered/Carrot ,Slight Stretch ,Woven Fabric ,"64% Viscose, 31% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,0.0,69.0,pants
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,89.0,pants
Black ,Casual ,Geometric ,Tapered/Carrot ,Slight Stretch ,Knitted Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,0.0,59.0,pants
Multicolor ,Boho ,All Over Print ,Flare Leg ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,pants
White ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,0.0,59.0,pants
Purple ,Casual ,Plain ,Cargo Pants ,Slight Stretch ,Fabric ,"55% Cotton, 42% Nylon, 3% Elastane ",Hand wash or professional dry clean ,4.93,69.0,pants
Mustard Yellow ,Boho ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants
Multicolor ,Boho ,"Tropical, All Over Print ",Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants
Apricot ,Casual ,Plain ,Flare Leg ,Medium Stretch ,Knitted Fabric ,"53% Polyester, 45% Viscose, 2% Elastane ",Machine wash or professional dry clean ,4.78,49.0,pants
Blue and White ,Boho ,Floral ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,39.0,pants
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.79,59.0,pants
Army Green ,Casual ,Plain ,Wide Leg ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,pants
Black ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.9,29.0,pants
Multicolor ,Boho ,Tribal ,Wide Leg ,Non-Stretch ,Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,4.9,49.0,pants
Multicolor ,Casual ,Patchwork ,Straight Leg ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.78,39.0,pants
Navy Blue ,Elegant ,Plain ,Flare Leg ,Non-Stretch ,Fabric ,"80.4% Viscose, 14.6% Polyamide, 5% Spandex ",Machine wash or professional dry clean ,4.79,33.0,pants
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,39.0,pants
Olive Green ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,39.0,pants
Army Green ,Casual ,Plain ,Tapered/Carrot ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.77,49.0,pants
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.75,49.0,pants
Teal Blue ,Elegant ,Plain ,Straight Leg ,Medium Stretch ,Knitted Fabric ,"94% Polyester, 6% Elastane ","Hand wash,do not dry clean ",4.9,29.0,pants
Black ,Casual ,Plain ,Flare Leg ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,pants
Apricot ,Casual ,Plain ,Flare Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.86,49.0,pants
Black ,Casual ,Plain ,Tapered/Carrot ,Non-Stretch ,Fabric ,"98% Polyester, 2% Spandex ",Hand wash or professional dry clean ,4.87,49.0,pants
Khaki ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.43,59.0,pants
White ,Party ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,79.0,pants
Mustard Yellow ,Elegant ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.86,39.0,pants
Red Violet ,Elegant ,Plain ,Flare Leg ,Non-Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,49.0,pants
Apricot ,Elegant ,Plain ,Tapered/Carrot ,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,49.0,pants
Mint Green ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"73% Polyester, 21% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.82,59.0,pants
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,"65% Cotton, 35% Polyester ",Machine wash or professional dry clean ,4.9,69.0,pants
Grey ,Casual ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,29.0,pants
Beige ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.89,79.0,pants
Orange ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Knitted Fabric ,"62% Polyester, 33% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.89,59.0,pants
Black ,Elegant ,Plain ,Straight Leg ,Slight Stretch ,Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,4.88,49.0,pants
Multicolor ,Boho ,Floral ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,59.0,pants
Black ,Casual ,Plain ,Cargo Pants ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.0,129.0,pants
Green ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants
Khaki ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.9,49.0,pants
Navy Blue ,Elegant ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,0.0,59.0,pants
Chocolate Brown ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,100.0% Cotton ,Machine wash or professional dry clean ,5.0,99.0,pants
Dark Grey ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,"78% Polyester, 20% Viscose, 2% Elastane ",Machine wash or professional dry clean ,0.0,49.0,pants
Grey ,Elegant ,Plain ,Straight Leg ,Slight Stretch ,Fabric ,"95% Viscose, 5% Elastane ",Machine wash or professional dry clean ,4.76,31.0,pants
Apricot ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,49.0,pants
Light Grey ,Casual ,Plain ,Flare Leg ,Slight Stretch ,Rib knit ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,pants
Army Green ,Casual ,Graphic ,Straight Leg ,Slight Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants
Black ,Casual ,Plain ,Flare Leg ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.89,59.0,pants
Apricot ,Elegant ,Plain ,Tapered/Carrot ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants
Multicolor ,Boho ,All Over Print ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,pants
Black ,Casual ,Plaid ,Skinny ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.89,39.0,pants
Brown ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"96% Polyester, 4% Spandex ",Hand wash or professional dry clean ,4.88,69.0,pants
Red ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,"92% Polyester, 8% Elastane ","Machine wash, do not dry clean ",4.86,49.0,pants
Multicolor ,Boho ,All Over Print ,Wide Leg ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,49.0,pants
Black ,Casual ,Plain ,Skinny ,Medium Stretch ,Knitted Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,0.0,39.0,pants
Navy Blue ,Elegant ,Striped ,Straight Leg ,Non-Stretch ,Woven Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.89,49.0,pants
Multicolor ,Boho ,All Over Print ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,49.0,pants
Black ,Casual ,Animal ,Tapered/Carrot ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,39.0,pants
Red ,Elegant ,Plain ,Straight Leg ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,pants
Multicolor ,Casual ,Gingham ,Straight Leg ,Non-Stretch ,Fabric ,"76% Polyester, 20% Cotton, 4% Viscose ",Machine wash or professional dry clean ,4.9,29.0,pants
Black ,Elegant ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,pants
Black ,Casual ,"Letter, Colorblock ",Wide Leg ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",4.79,49.0,pants
Blue ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,89.0,pants
White ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.7,39.0,pants
Redwood ,Elegant ,Plain ,Flare Leg ,Medium Stretch ,Knitted Fabric ,"89% Polyester, 11% Elastane ",Machine wash or professional dry clean ,5.0,39.0,pants
Army Green ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,49.0,pants
Light Grey ,Casual ,Plain ,Flare Leg ,Slight Stretch ,Knitted Fabric ,"62% Polyester, 33% Cotton, 5% Elastane ",Machine wash or professional dry clean ,0.0,49.0,pants
Red ,Boho ,Floral ,Wide Leg ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,pants
Beige ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.75,39.0,pants
Multicolor ,Boho ,Floral ,Wide Leg ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,49.0,pants
Hot Pink ,Casual ,Plain ,Cargo Pants ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,59.0,pants
Multicolor ,Casual ,All Over Print ,Tapered/Carrot ,Slight Stretch ,Knitted Fabric ,"89% Polyester, 11% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants
